Prscrbr_NPI,Prscrbr_Last_Org_Name,Prscrbr_First_Name,Prscrbr_City,Prscrbr_State_Abrvtn,Prscrbr_State_FIPS,Prscrbr_Type,Prscrbr_Type_Src,Brnd_Name,Gnrc_Name,Tot_Clms,Tot_30day_Fills,Tot_Day_Suply,Tot_Drug_Cst,Tot_Benes,GE65_Sprsn_Flag,GE65_Tot_Clms,GE65_Tot_30day_Fills,GE65_Tot_Drug_Cst,GE65_Tot_Day_Suply,GE65_Bene_Sprsn_Flag,GE65_Tot_Benes
1831484138,Clark,John,Wynnewood,PA,42,Cardiology,S,Metolazone,Metolazone,21,31,826,1353.02,,#,,,,,*,
1831484138,Clark,John,Wynnewood,PA,42,Cardiology,S,Metoprolol Succinate,Metoprolol Succinate,153,359.2,10770,4635.79,45,#,,,,,#,
1831484138,Clark,John,Wynnewood,PA,42,Cardiology,S,Metoprolol Tartrate,Metoprolol Tartrate,18,48,1440,85.04,,,18,48,85.04,1440,*,
1831484138,Clark,John,Wynnewood,PA,42,Cardiology,S,Omega-3 Acid Ethyl Esters,Omega-3 Acid Ethyl Esters,12,12,360,241.47,,,0,0,0,0,#,
1831484138,Clark,John,Wynnewood,PA,42,Cardiology,S,Opsumit,Macitentan,22,22,660,225475.36,,,22,22,225475.36,660,*,
1831484138,Clark,John,Wynnewood,PA,42,Cardiology,S,Potassium Chloride,Potassium Chloride,85,174,5182,7623.84,34,,73,160,7302.09,4762,#,
1831484138,Clark,John,Wynnewood,PA,42,Cardiology,S,Ranexa,Ranolazine,12,12,360,9519.48,,,0,0,0,0,#,
1831484138,Clark,John,Wynnewood,PA,42,Cardiology,S,Rosuvastatin Calcium,Rosuvastatin Calcium,28,76,2280,1472.39,11,#,,,,,*,
1831484138,Clark,John,Wynnewood,PA,42,Cardiology,S,Sildenafil Citrate,Sildenafil Citrate,58,88.5,2655,22310.93,13,#,,,,,#,
1831484138,Clark,John,Wynnewood,PA,42,Cardiology,S,Spironolactone,Spironolactone,126,310.5,9289,1033.4,45,,103,261.5,875.28,7819,#,
1831484138,Clark,John,Wynnewood,PA,42,Cardiology,S,Torsemide,Torsemide,188,381.3,11232,6810.95,56,,159,336.8,6310.59,9897,#,
1831484138,Clark,John,Wynnewood,PA,42,Cardiology,S,Valsartan,Valsartan,11,24.7,740,533.77,,*,,,,,*,
1831484138,Clark,John,Wynnewood,PA,42,Cardiology,S,Vyndamax,Tafamidis,33,41,1230,835486.5,,,33,41,835486.5,1230,*,
1831484138,Clark,John,Wynnewood,PA,42,Cardiology,S,Warfarin Sodium,Warfarin Sodium,35,57,1562,340.76,,,35,57,340.76,1562,*,
1831484138,Clark,John,Wynnewood,PA,42,Cardiology,S,Xarelto,Rivaroxaban,13,23,674,10680.13,,,13,23,10680.13,674,*,
1891738944,Yu,Mihae,Honolulu,HI,15,General Surgery,S,Amoxicillin-Clavulanate Potass,Amoxicillin/Potassium Clav,15,15,139,151.08,14,,15,15,151.08,139,,14
1891738944,Yu,Mihae,Honolulu,HI,15,General Surgery,S,Oxycodone Hcl,Oxycodone Hcl,36,36,133,228.84,31,#,,,,,#,
1922200922,Domsky,Steven,Wynnewood,PA,42,Advanced Heart Failure and Transplant Cardiology,S,Adcirca,Tadalafil,14,14,420,36883.47,,,0,0,0,0,#,
1922200922,Domsky,Steven,Wynnewood,PA,42,Advanced Heart Failure and Transplant Cardiology,S,Adempas,Riociguat,71,71,2010,732200.2,,,48,48,482349.88,1350,*,
1922200922,Domsky,Steven,Wynnewood,PA,42,Advanced Heart Failure and Transplant Cardiology,S,Ambrisentan,Ambrisentan,14,22,660,139249.55,,*,,,,,*,
1922200922,Domsky,Steven,Wynnewood,PA,42,Advanced Heart Failure and Transplant Cardiology,S,Amiodarone Hcl,Amiodarone Hcl,37,81,2428,2510.45,12,#,,,,,#,
1922200922,Domsky,Steven,Wynnewood,PA,42,Advanced Heart Failure and Transplant Cardiology,S,Amlodipine Besylate,Amlodipine Besylate,75,173,5170,524.2,22,,58,138,441.82,4120,#,
1922200922,Domsky,Steven,Wynnewood,PA,42,Advanced Heart Failure and Transplant Cardiology,S,Atorvastatin Calcium,Atorvastatin Calcium,174,430,12892,3083.12,60,,158,398,2813.91,11938,#,
1922200922,Domsky,Steven,Wynnewood,PA,42,Advanced Heart Failure and Transplant Cardiology,S,Brilinta,Ticagrelor,13,35,1050,13573.61,,#,,,,,*,
1922200922,Domsky,Steven,Wynnewood,PA,42,Advanced Heart Failure and Transplant Cardiology,S,Bumetanide,Bumetanide,67,129.7,3832,5681.99,21,#,,,,,#,
1922200922,Domsky,Steven,Wynnewood,PA,42,Advanced Heart Failure and Transplant Cardiology,S,Carvedilol,Carvedilol,178,443.8,13302,2074.22,58,,142,365.8,1705.3,10962,,47
1922200922,Domsky,Steven,Wynnewood,PA,42,Advanced Heart Failure and Transplant Cardiology,S,Clopidogrel,Clopidogrel Bisulfate,46,118,3536,736.92,16,,46,118,736.92,3536,,16
1922200922,Domsky,Steven,Wynnewood,PA,42,Advanced Heart Failure and Transplant Cardiology,S,Digoxin,Digoxin,25,45.6,1366,444.18,,#,,,,,*,
1922200922,Domsky,Steven,Wynnewood,PA,42,Advanced Heart Failure and Transplant Cardiology,S,Diltiazem 24hr Er (Cd),Diltiazem Hcl,34,64,1920,3072.37,,,34,64,3072.37,1920,*,
1922200922,Domsky,Steven,Wynnewood,PA,42,Advanced Heart Failure and Transplant Cardiology,S,Eliquis,Apixaban,99,183,5456,85064.07,27,#,,,,,#,
1922200922,Domsky,Steven,Wynnewood,PA,42,Advanced Heart Failure and Transplant Cardiology,S,Entresto,Sacubitril/Valsartan,137,213.3,6307,109349.21,29,,120,186.3,95502.46,5572,#,
1922200922,Domsky,Steven,Wynnewood,PA,42,Advanced Heart Failure and Transplant Cardiology,S,Ethacrynic Acid,Ethacrynic Acid,14,16,399,1415.43,,,0,0,0,0,#,
1922200922,Domsky,Steven,Wynnewood,PA,42,Advanced Heart Failure and Transplant Cardiology,S,Ezetimibe,Ezetimibe,35,101,3030,2326.54,14,#,,,,,*,
1922200922,Domsky,Steven,Wynnewood,PA,42,Advanced Heart Failure and Transplant Cardiology,S,Furosemide,Furosemide,177,376.4,11216,1176.26,57,,148,317.4,1037.44,9447,#,
1922200922,Domsky,Steven,Wynnewood,PA,42,Advanced Heart Failure and Transplant Cardiology,S,Hydralazine Hcl,Hydralazine Hcl,84,165,4911,1391.28,18,,57,105,971.15,3126,#,
1922200922,Domsky,Steven,Wynnewood,PA,42,Advanced Heart Failure and Transplant Cardiology,S,Hydrochlorothiazide,Hydrochlorothiazide,14,42,1260,95.48,,#,,,,,*,
1922200922,Domsky,Steven,Wynnewood,PA,42,Advanced Heart Failure and Transplant Cardiology,S,Isosorbide Mononitrate Er,Isosorbide Mononitrate,90,178,5320,1423.3,21,,79,153,1191.84,4570,#,
1922200922,Domsky,Steven,Wynnewood,PA,42,Advanced Heart Failure and Transplant Cardiology,S,Klor-Con M20,Potassium Chloride,16,48,1440,983.39,,#,,,,,*,
1922200922,Domsky,Steven,Wynnewood,PA,42,Advanced Heart Failure and Transplant Cardiology,S,Letairis,Ambrisentan,19,19,570,196350.94,,,19,19,196350.94,570,*,
1922200922,Domsky,Steven,Wynnewood,PA,42,Advanced Heart Failure and Transplant Cardiology,S,Lisinopril,Lisinopril,99,213,6357,704.1,31,#,,,,,#,
1922200922,Domsky,Steven,Wynnewood,PA,42,Advanced Heart Failure and Transplant Cardiology,S,Losartan Potassium,Losartan Potassium,41,98,2940,602.84,13,#,,,,,#,
1922200922,Domsky,Steven,Wynnewood,PA,42,Advanced Heart Failure and Transplant Cardiology,S,Metolazone,Metolazone,12,18.7,560,690.18,,,12,18.7,690.18,560,*,
1922200922,Domsky,Steven,Wynnewood,PA,42,Advanced Heart Failure and Transplant Cardiology,S,Metoprolol Succinate,Metoprolol Succinate,140,355,10630,4578.42,51,,121,318,4012.96,9532,#,
1922200922,Domsky,Steven,Wynnewood,PA,42,Advanced Heart Failure and Transplant Cardiology,S,Metoprolol Tartrate,Metoprolol Tartrate,21,35,1050,101.23,,#,,,,,*,
1922200922,Domsky,Steven,Wynnewood,PA,42,Advanced Heart Failure and Transplant Cardiology,S,Nifedipine Er,Nifedipine,27,43,1276,734.26,,#,,,,,*,
1922200922,Domsky,Steven,Wynnewood,PA,42,Advanced Heart Failure and Transplant Cardiology,S,Nitroglycerin,Nitroglycerin,11,11,227,156.57,,*,,,,,*,
1922200922,Domsky,Steven,Wynnewood,PA,42,Advanced Heart Failure and Transplant Cardiology,S,Omega-3 Acid Ethyl Esters,Omega-3 Acid Ethyl Esters,11,27,810,1637.45,,,11,27,1637.45,810,*,
1922200922,Domsky,Steven,Wynnewood,PA,42,Advanced Heart Failure and Transplant Cardiology,S,Opsumit,Macitentan,55,55,1650,561839.31,,,43,43,441028.47,1290,*,
1922200922,Domsky,Steven,Wynnewood,PA,42,Advanced Heart Failure and Transplant Cardiology,S,Orenitram Er,Treprostinil Diolamine,11,11,330,183942.3,,,11,11,183942.3,330,*,
1922200922,Domsky,Steven,Wynnewood,PA,42,Advanced Heart Failure and Transplant Cardiology,S,Pantoprazole Sodium,Pantoprazole Sodium,20,34,994,284.86,,*,,,,,*,
1922200922,Domsky,Steven,Wynnewood,PA,42,Advanced Heart Failure and Transplant Cardiology,S,Potassium Chloride,Potassium Chloride,122,226.5,6738,15219.91,39,,103,193.5,8752.71,5748,#,
1922200922,Domsky,Steven,Wynnewood,PA,42,Advanced Heart Failure and Transplant Cardiology,S,Remodulin,Treprostinil Sodium,11,11,294,102695.93,,,11,11,102695.93,294,*,
1922200922,Domsky,Steven,Wynnewood,PA,42,Advanced Heart Failure and Transplant Cardiology,S,Rosuvastatin Calcium,Rosuvastatin Calcium,34,98,2938,2089.09,18,#,,,,,#,
1922200922,Domsky,Steven,Wynnewood,PA,42,Advanced Heart Failure and Transplant Cardiology,S,Sildenafil Citrate,Sildenafil Citrate,95,139,4144,48576.18,19,,81,123,36602.18,3690,#,
1922200922,Domsky,Steven,Wynnewood,PA,42,Advanced Heart Failure and Transplant Cardiology,S,Simvastatin,Simvastatin,14,42,1260,209.48,,*,,,,,*,
1922200922,Domsky,Steven,Wynnewood,PA,42,Advanced Heart Failure and Transplant Cardiology,S,Spironolactone,Spironolactone,93,230.8,6924,828.58,31,#,,,,,#,
1922200922,Domsky,Steven,Wynnewood,PA,42,Advanced Heart Failure and Transplant Cardiology,S,Torsemide,Torsemide,100,215.7,6455,2935.48,42,,82,189.7,2638.85,5687,#,
1922200922,Domsky,Steven,Wynnewood,PA,42,Advanced Heart Failure and Transplant Cardiology,S,Uptravi,Selexipag,33,33,986,473762.2,,,33,33,473762.2,986,*,
1922200922,Domsky,Steven,Wynnewood,PA,42,Advanced Heart Failure and Transplant Cardiology,S,Valsartan,Valsartan,33,81,2430,1286.75,12,#,,,,,*,
1922200922,Domsky,Steven,Wynnewood,PA,42,Advanced Heart Failure and Transplant Cardiology,S,Veltassa,Patiromer Calcium Sorbitex,11,11,330,9507.51,,,11,11,9507.51,330,*,
1922200922,Domsky,Steven,Wynnewood,PA,42,Advanced Heart Failure and Transplant Cardiology,S,Vyndamax,Tafamidis,41,47,1410,941953.12,,,41,47,941953.12,1410,*,
1922200922,Domsky,Steven,Wynnewood,PA,42,Advanced Heart Failure and Transplant Cardiology,S,Warfarin Sodium,Warfarin Sodium,61,132.7,3943,1316.2,16,,48,102.4,1131.15,3048,#,
1922200922,Domsky,Steven,Wynnewood,PA,42,Advanced Heart Failure and Transplant Cardiology,S,Xarelto,Rivaroxaban,54,98,2914,44574.42,15,,42,86,39112.62,2578,#,
1932159357,Roberts,Michael,Phoenix,AZ,4,Hematology-Oncology,S,Acyclovir,Acyclovir,36,45,1320,679.4,,#,,,,,*,
1932159357,Roberts,Michael,Phoenix,AZ,4,Hematology-Oncology,S,Allopurinol,Allopurinol,13,27,810,150.12,,,13,27,150.12,810,*,
1932159357,Roberts,Michael,Phoenix,AZ,4,Hematology-Oncology,S,Amlodipine Besylate,Amlodipine Besylate,12,18,540,19.27,,*,,,,,*,
1932159357,Roberts,Michael,Phoenix,AZ,4,Hematology-Oncology,S,Anagrelide Hcl,Anagrelide Hcl,19,31,904,4293.12,,,19,31,4293.12,904,*,
1932159357,Roberts,Michael,Phoenix,AZ,4,Hematology-Oncology,S,Anastrozole,Anastrozole,150,337,10110,3057.13,37,,136,321,2986.9,9630,#,
1932159357,Roberts,Michael,Phoenix,AZ,4,Hematology-Oncology,S,Ciprofloxacin Hcl,Ciprofloxacin Hcl,14,14,162,151.69,,,14,14,151.69,162,*,
1932159357,Roberts,Michael,Phoenix,AZ,4,Hematology-Oncology,S,Dexamethasone,Dexamethasone,29,41.5,1094,574.42,16,,29,41.5,574.42,1094,,16
1932159357,Roberts,Michael,Phoenix,AZ,4,Hematology-Oncology,S,Eliquis,Apixaban,80,82,2460,39808.48,18,,61,63,30727.16,1890,#,
1932159357,Roberts,Michael,Phoenix,AZ,4,Hematology-Oncology,S,Exemestane,Exemestane,14,22,660,3146.46,,,14,22,3146.46,660,*,
1932159357,Roberts,Michael,Phoenix,AZ,4,Hematology-Oncology,S,Gabapentin,Gabapentin,41,65,1950,941.43,14,,41,65,941.43,1950,,14
1932159357,Roberts,Michael,Phoenix,AZ,4,Hematology-Oncology,S,Hydroxyurea,Hydroxyurea,32,58.8,1765,1147.79,,,32,58.8,1147.79,1765,*,
1932159357,Roberts,Michael,Phoenix,AZ,4,Hematology-Oncology,S,Jakafi,Ruxolitinib Phosphate,12,12,360,112539.87,,#,,,,,*,
1932159357,Roberts,Michael,Phoenix,AZ,4,Hematology-Oncology,S,Letrozole,Letrozole,45,94,2820,988.71,13,#,,,,,*,
1932159357,Roberts,Michael,Phoenix,AZ,4,Hematology-Oncology,S,Levothyroxine Sodium,Levothyroxine Sodium,12,34,1020,142.26,,,12,34,142.26,1020,*,
1932159357,Roberts,Michael,Phoenix,AZ,4,Hematology-Oncology,S,Lisinopril,Lisinopril,14,36,1080,54.33,,,14,36,54.33,1080,*,
1932159357,Roberts,Michael,Phoenix,AZ,4,Hematology-Oncology,S,Megestrol Acetate,Megestrol Acetate,19,19,529,1175.85,,,19,19,1175.85,529,*,
1932159357,Roberts,Michael,Phoenix,AZ,4,Hematology-Oncology,S,Ninlaro,Ixazomib Citrate,11,11,308,121069.17,,,11,11,121069.17,308,*,
1932159357,Roberts,Michael,Phoenix,AZ,4,Hematology-Oncology,S,Ondansetron Hcl,Ondansetron Hcl,35,35,460,635.72,27,#,,,,,#,
1932159357,Roberts,Michael,Phoenix,AZ,4,Hematology-Oncology,S,Oxycodone Hcl,Oxycodone Hcl,33,33,557,631.07,17,#,,,,,#,
1932159357,Roberts,Michael,Phoenix,AZ,4,Hematology-Oncology,S,Oxycodone-Acetaminophen,Oxycodone Hcl/Acetaminophen,11,11,193,632.01,,*,,,,,*,
1932159357,Roberts,Michael,Phoenix,AZ,4,Hematology-Oncology,S,Pantoprazole Sodium,Pantoprazole Sodium,14,31,930,389.44,,,14,31,389.44,930,*,
1932159357,Roberts,Michael,Phoenix,AZ,4,Hematology-Oncology,S,Pomalyst,Pomalidomide,41,41,983,679009.27,,,41,41,679009.27,983,*,
1932159357,Roberts,Michael,Phoenix,AZ,4,Hematology-Oncology,S,Prednisone,Prednisone,44,52.2,1419,387.24,19,#,,,,,#,
1932159357,Roberts,Michael,Phoenix,AZ,4,Hematology-Oncology,S,Prochlorperazine Maleate,Prochlorperazine Maleate,26,26,267,476.12,12,#,,,,,*,
1932159357,Roberts,Michael,Phoenix,AZ,4,Hematology-Oncology,S,Revlimid,Lenalidomide,112,112.9,2820,1555855.57,12,,99,99.9,1333629.8,2456,#,
1932159357,Roberts,Michael,Phoenix,AZ,4,Hematology-Oncology,S,Tamoxifen Citrate,Tamoxifen Citrate,11,19,570,343.02,,,11,19,343.02,570,*,
1932159357,Roberts,Michael,Phoenix,AZ,4,Hematology-Oncology,S,Tamsulosin Hcl,Tamsulosin Hcl,11,25,750,185.76,,,11,25,185.76,750,*,
1932159357,Roberts,Michael,Phoenix,AZ,4,Hematology-Oncology,S,Warfarin Sodium,Warfarin Sodium,69,166.7,5002,1610.99,18,#,,,,,#,
1932159357,Roberts,Michael,Phoenix,AZ,4,Hematology-Oncology,S,Xarelto,Rivaroxaban,46,68.7,2053,32401.65,13,,29,45.7,21368.65,1370,*,
1962536946,Chen,Grant,Honolulu,HI,15,Internal Medicine,S,Amlodipine Besylate,Amlodipine Besylate,19,43,1290,92.62,,,19,43,92.62,1290,*,
1962536946,Chen,Grant,Honolulu,HI,15,Internal Medicine,S,Atorvastatin Calcium,Atorvastatin Calcium,19,35,1050,282.6,,,19,35,282.6,1050,*,
1962536946,Chen,Grant,Honolulu,HI,15,Internal Medicine,S,Clopidogrel,Clopidogrel Bisulfate,21,55,1650,330.78,,#,,,,,*,
1962536946,Chen,Grant,Honolulu,HI,15,Internal Medicine,S,Furosemide,Furosemide,13,30,900,121.95,,#,,,,,*,
1962536946,Chen,Grant,Honolulu,HI,15,Internal Medicine,S,Losartan Potassium,Losartan Potassium,13,27,810,75.01,,,13,27,75.01,810,*,
1962536946,Chen,Grant,Honolulu,HI,15,Internal Medicine,S,Metoprolol Tartrate,Metoprolol Tartrate,22,36,1080,127.61,13,,22,36,127.61,1080,,13
1962536946,Chen,Grant,Honolulu,HI,15,Internal Medicine,S,Oxycodone Hcl,Oxycodone Hcl,28,28,175,251.43,27,#,,,,,#,
1962536946,Chen,Grant,Honolulu,HI,15,Internal Medicine,S,Pantoprazole Sodium,Pantoprazole Sodium,11,25,750,138.63,,,11,25,138.63,750,*,
1013984012,Cabuay,Barry,Minneapolis,MN,27,Cardiology,S,Adcirca,Tadalafil,57,57,1708,245644.65,,,44,44,190157.52,1320,*,
1013984012,Cabuay,Barry,Minneapolis,MN,27,Cardiology,S,Adempas,Riociguat,12,12,360,135829.44,,,0,0,0,0,#,
1013984012,Cabuay,Barry,Minneapolis,MN,27,Cardiology,S,Alyq,Tadalafil,13,13,390,42327.35,,,13,13,42327.35,390,*,
1013984012,Cabuay,Barry,Minneapolis,MN,27,Cardiology,S,Ambrisentan,Ambrisentan,16,16,480,49696.33,,,16,16,49696.33,480,*,
1013984012,Cabuay,Barry,Minneapolis,MN,27,Cardiology,S,Amiodarone Hcl,Amiodarone Hcl,37,84.7,2540,693.4,17,#,,,,,#,
1013984012,Cabuay,Barry,Minneapolis,MN,27,Cardiology,S,Amlodipine Besylate,Amlodipine Besylate,42,104,3120,326.67,14,#,,,,,#,
1013984012,Cabuay,Barry,Minneapolis,MN,27,Cardiology,S,Atorvastatin Calcium,Atorvastatin Calcium,65,189,5670,1288.78,24,,54,160,1007.32,4800,#,
1013984012,Cabuay,Barry,Minneapolis,MN,27,Cardiology,S,Azathioprine,Azathioprine,12,36,1080,648.32,,*,,,,,*,
1013984012,Cabuay,Barry,Minneapolis,MN,27,Cardiology,S,Carvedilol,Carvedilol,137,303.5,9105,1524.57,42,,116,270.5,1395.69,8115,#,
1013984012,Cabuay,Barry,Minneapolis,MN,27,Cardiology,S,Cefuroxime,Cefuroxime Axetil,11,15,450,695.94,,,11,15,695.94,450,*,
1013984012,Cabuay,Barry,Minneapolis,MN,27,Cardiology,S,Clopidogrel,Clopidogrel Bisulfate,27,67,2010,338.63,11,#,,,,,*,
1013984012,Cabuay,Barry,Minneapolis,MN,27,Cardiology,S,Digoxin,Digoxin,17,41,1230,599.12,,#,,,,,*,
1013984012,Cabuay,Barry,Minneapolis,MN,27,Cardiology,S,Eliquis,Apixaban,35,55,1627,25795.76,,,35,55,25795.76,1627,*,
1013984012,Cabuay,Barry,Minneapolis,MN,27,Cardiology,S,Entresto,Sacubitril/Valsartan,121,184.1,5442,101284.82,24,,110,161.1,88248.32,4752,#,
1013984012,Cabuay,Barry,Minneapolis,MN,27,Cardiology,S,Eplerenone,Eplerenone,15,17,510,837.13,,#,,,,,*,
1013984012,Cabuay,Barry,Minneapolis,MN,27,Cardiology,S,Furosemide,Furosemide,94,201,5861,771.73,28,#,,,,,#,
1013984012,Cabuay,Barry,Minneapolis,MN,27,Cardiology,S,Hydralazine Hcl,Hydralazine Hcl,43,88,2640,915.57,15,#,,,,,#,
1013984012,Cabuay,Barry,Minneapolis,MN,27,Cardiology,S,Isosorbide Dinitrate,Isosorbide Dinitrate,30,61,1830,4924.87,,#,,,,,*,
1013984012,Cabuay,Barry,Minneapolis,MN,27,Cardiology,S,Lisinopril,Lisinopril,44,110.9,3311,562.02,12,#,,,,,*,
1013984012,Cabuay,Barry,Minneapolis,MN,27,Cardiology,S,Losartan Potassium,Losartan Potassium,129,298.5,8955,1672.33,37,,99,242.5,1260.47,7275,#,
1013984012,Cabuay,Barry,Minneapolis,MN,27,Cardiology,S,Metolazone,Metolazone,17,21.5,570,549.01,,#,,,,,*,
1013984012,Cabuay,Barry,Minneapolis,MN,27,Cardiology,S,Metoprolol Succinate,Metoprolol Succinate,91,204,6120,2189.62,31,,66,143,1632.2,4290,#,
1013984012,Cabuay,Barry,Minneapolis,MN,27,Cardiology,S,Metoprolol Tartrate,Metoprolol Tartrate,15,25.5,630,84.75,,,15,25.5,84.75,630,*,
1013984012,Cabuay,Barry,Minneapolis,MN,27,Cardiology,S,Mycophenolate Mofetil,Mycophenolate Mofetil,15,39,1170,2237.82,,#,,,,,*,
1013984012,Cabuay,Barry,Minneapolis,MN,27,Cardiology,S,Opsumit,Macitentan,87,87,2610,900862.06,11,,54,54,560655.48,1620,*,
1013984012,Cabuay,Barry,Minneapolis,MN,27,Cardiology,S,Pantoprazole Sodium,Pantoprazole Sodium,24,72,2160,1017,,#,,,,,*,
1013984012,Cabuay,Barry,Minneapolis,MN,27,Cardiology,S,Potassium Chloride,Potassium Chloride,62,109.6,3243,4043.1,18,,38,69.7,1771.44,2045,*,
1013984012,Cabuay,Barry,Minneapolis,MN,27,Cardiology,S,Pravastatin Sodium,Pravastatin Sodium,37,93.5,2805,1236,,#,,,,,*,
1013984012,Cabuay,Barry,Minneapolis,MN,27,Cardiology,S,Prednisone,Prednisone,34,75,2222,222.99,,#,,,,,*,
1013984012,Cabuay,Barry,Minneapolis,MN,27,Cardiology,S,Rosuvastatin Calcium,Rosuvastatin Calcium,21,59,1770,1013.28,,*,,,,,*,
1013984012,Cabuay,Barry,Minneapolis,MN,27,Cardiology,S,Sildenafil Citrate,Sildenafil Citrate,35,59.3,1644,9004.93,,#,,,,,*,
1013984012,Cabuay,Barry,Minneapolis,MN,27,Cardiology,S,Sirolimus,Sirolimus,14,16,480,4007.04,,#,,,,,*,
1013984012,Cabuay,Barry,Minneapolis,MN,27,Cardiology,S,Spironolactone,Spironolactone,85,187,5610,723.63,27,,73,161,618.58,4830,#,
1013984012,Cabuay,Barry,Minneapolis,MN,27,Cardiology,S,Tacrolimus,Tacrolimus,38,74,2220,6247.93,12,#,,,,,*,
1013984012,Cabuay,Barry,Minneapolis,MN,27,Cardiology,S,Tadalafil,Tadalafil,42,46.7,1379,70611.86,,,19,21.2,29416.1,637,*,
1013984012,Cabuay,Barry,Minneapolis,MN,27,Cardiology,S,Torsemide,Torsemide,92,178.6,5205,3145.11,29,,64,133.9,2408.12,3865,#,
1013984012,Cabuay,Barry,Minneapolis,MN,27,Cardiology,S,Uptravi,Selexipag,42,42,1252,833005.26,,,24,24,445370.12,720,*,
1013984012,Cabuay,Barry,Minneapolis,MN,27,Cardiology,S,Valsartan,Valsartan,26,36.4,1067,1365.8,,#,,,,,*,
1013984012,Cabuay,Barry,Minneapolis,MN,27,Cardiology,S,Warfarin Sodium,Warfarin Sodium,80,167.6,4958,3198.12,25,,63,123.6,2499.49,3638,#,
1053492215,Rosen,Norman,Yonkers,NY,36,Hematology-Oncology,S,Anastrozole,Anastrozole,29,79,2370,780.26,16,#,,,,,#,
1053492215,Rosen,Norman,Yonkers,NY,36,Hematology-Oncology,S,Calquence,Acalabrutinib,13,13,364,167410.75,,,13,13,167410.75,364,*,
1053492215,Rosen,Norman,Yonkers,NY,36,Hematology-Oncology,S,Enoxaparin Sodium,Enoxaparin Sodium,15,15,445,18012.65,,*,,,,,*,
1053492215,Rosen,Norman,Yonkers,NY,36,Hematology-Oncology,S,Erlotinib Hcl,Erlotinib Hcl,11,11,330,76761.41,,,11,11,76761.41,330,*,
1053492215,Rosen,Norman,Yonkers,NY,36,Hematology-Oncology,S,Letrozole,Letrozole,14,40,1200,473.48,,#,,,,,*,
1053492215,Rosen,Norman,Yonkers,NY,36,Hematology-Oncology,S,Nystatin,Nystatin,14,14,153,233.81,,#,,,,,*,
1053492215,Rosen,Norman,Yonkers,NY,36,Hematology-Oncology,S,Pantoprazole Sodium,Pantoprazole Sodium,11,25,727,91.36,,*,,,,,*,
1053492215,Rosen,Norman,Yonkers,NY,36,Hematology-Oncology,S,Pomalyst,Pomalidomide,13,13,364,214108.05,,,13,13,214108.05,364,*,
1053492215,Rosen,Norman,Yonkers,NY,36,Hematology-Oncology,S,Revlimid,Lenalidomide,20,20,539,324646.32,,#,,,,,*,
1053492215,Rosen,Norman,Yonkers,NY,36,Hematology-Oncology,S,Sumatriptan Succinate,Sumatriptan Succinate,13,13,26,3323.85,,,0,0,0,0,#,
1093958803,Hryniewicz,Katarzyna,Minneapolis,MN,27,Cardiology,S,Amiodarone Hcl,Amiodarone Hcl,31,85,2514,419.88,13,,31,85,419.88,2514,,13
1093958803,Hryniewicz,Katarzyna,Minneapolis,MN,27,Cardiology,S,Amlodipine Besylate,Amlodipine Besylate,73,180,5344,922.56,23,,55,141,779.8,4189,#,
1093958803,Hryniewicz,Katarzyna,Minneapolis,MN,27,Cardiology,S,Atorvastatin Calcium,Atorvastatin Calcium,102,294,8820,2000.26,40,#,,,,,#,
1093958803,Hryniewicz,Katarzyna,Minneapolis,MN,27,Cardiology,S,Bumetanide,Bumetanide,16,32,928,3520.32,,#,,,,,*,
1093958803,Hryniewicz,Katarzyna,Minneapolis,MN,27,Cardiology,S,Carvedilol,Carvedilol,226,654,19587,2568.5,70,,212,614,2442.24,18387,#,
1093958803,Hryniewicz,Katarzyna,Minneapolis,MN,27,Cardiology,S,Chlorthalidone,Chlorthalidone,13,37,1110,640.06,,,13,37,640.06,1110,*,
1093958803,Hryniewicz,Katarzyna,Minneapolis,MN,27,Cardiology,S,Clopidogrel,Clopidogrel Bisulfate,29,87,2610,358.88,11,#,,,,,*,
1093958803,Hryniewicz,Katarzyna,Minneapolis,MN,27,Cardiology,S,Digoxin,Digoxin,23,65,1950,988.88,,#,,,,,*,
1093958803,Hryniewicz,Katarzyna,Minneapolis,MN,27,Cardiology,S,Eliquis,Apixaban,40,79.5,2385,37641.16,11,#,,,,,*,
1093958803,Hryniewicz,Katarzyna,Minneapolis,MN,27,Cardiology,S,Entresto,Sacubitril/Valsartan,196,329.8,9881,182353.33,38,,176,297.8,163243.09,8921,#,
1093958803,Hryniewicz,Katarzyna,Minneapolis,MN,27,Cardiology,S,Eplerenone,Eplerenone,19,57,1710,2819.92,,,19,57,2819.92,1710,*,
1093958803,Hryniewicz,Katarzyna,Minneapolis,MN,27,Cardiology,S,Furosemide,Furosemide,104,249.3,7418,690.12,33,#,,,,,#,
1093958803,Hryniewicz,Katarzyna,Minneapolis,MN,27,Cardiology,S,Hydralazine Hcl,Hydralazine Hcl,26,61,1830,901.25,11,,26,61,901.25,1830,,11
1093958803,Hryniewicz,Katarzyna,Minneapolis,MN,27,Cardiology,S,Hydrochlorothiazide,Hydrochlorothiazide,27,65,1950,101.33,,,27,65,101.33,1950,*,
